date,AAPL,XOM,JPM,WMT,PFE,AMZN,BAC,T
2025-11-26,276.796570,112.512917,303.332703,108.189102,24.448111,229.160004,51.884045,24.922747
2025-11-28,278.093018,113.640297,308.696503,109.587326,24.476641,233.220001,52.530270,25.115797
2025-12-01,282.331482,114.336342,304.594757,110.598808,24.029711,233.880005,52.128826,24.893789
2025-12-02,285.413116,113.110924,303.569336,111.471466,23.915598,234.419998,52.079868,24.633171
2025-12-03,283.378662,115.483337,307.759827,113.454765,24.314985,232.380005,52.961082,24.440121
2025-12-04,279.938049,114.836311,311.674255,113.881165,24.438606,229.110001,53.029625,24.507687
2025-12-05,278.023254,114.248116,310.629089,114.148911,24.752409,229.529999,53.098518,24.401512
2025-12-08,277.135651,113.699127,310.796692,112.611855,24.505169,226.889999,53.049309,23.976803
2025-12-09,276.427582,115.924484,296.302551,114.099335,24.086765,227.919998,52.694992,23.658270
2025-12-10,278.023254,117.189117,305.768066,112.235031,24.514681,231.779999,53.226471,23.542439
2025-12-11,277.275238,117.189117,312.936310,114.555489,24.533695,230.279999,53.698891,23.455566
2025-12-12,277.524597,116.483269,314.060364,115.961540,24.581244,226.190002,54.269741,23.725836
2025-12-15,273.365875,115.444122,315.539368,116.050972,25.132776,222.539993,54.456738,23.465219
2025-12-16,273.864532,112.424690,311.131958,114.689644,24.276951,222.559998,53.944946,23.233559
2025-12-17,271.102051,115.101006,310.569916,114.928131,23.811001,221.270004,53.689049,23.513483
2025-12-18,271.451111,114.248116,308.617676,114.103386,23.811001,226.759995,53.403625,23.416958
2025-12-19,272.927124,114.395164,312.768677,113.636353,23.953638,227.350006,54.397686,23.310780
2025-12-22,270.234467,115.826447,318.566345,111.887489,23.972652,228.429993,54.998058,23.455566
2025-12-23,271.620667,117.071472,321.366608,110.198242,23.658852,232.139999,55.086639,23.610006
2025-12-24,273.066742,116.875404,324.561249,110.903755,23.801491,232.380005,55.362221,23.803057
2025-12-26,272.657806,116.767563,323.318878,111.032928,23.858543,232.520004,55.283478,23.793404
2025-12-29,273.016876,118.159645,319.217133,111.817924,23.772963,232.070007,54.476418,23.909233
2025-12-30,272.338684,118.610596,318.891785,111.211784,23.763451,232.529999,54.407528,23.947842
2025-12-31,271.122009,117.973373,317.708557,110.705017,23.677870,230.820007,54.131947,23.976803
2026-01-02,270.274323,120.237953,320.922913,112.046478,23.944128,226.500000,55.066956,23.706532
2026-01-05,266.534515,122.894653,329.363098,111.996788,23.934618,233.059998,55.992115,23.851318
2026-01-06,261.647797,118.669418,331.413269,113.616478,24.181856,240.929993,56.346436,23.494179
2026-01-07,259.623291,116.159760,323.866058,112.006729,24.039219,241.559998,54.761848,23.137035
2026-01-08,258.336853,120.492844,326.639343,112.354515,24.048729,246.289993,55.293327,23.330084
2026-01-09,258.665924,122.159409,326.045074,113.805275,24.229403,247.380005,54.968529,23.156340
2026-01-12,259.543518,121.590813,321.389984,117.223503,24.029711,246.470001,54.318947,23.183683
2026-01-13,260.341339,124.051453,307.929810,119.598381,23.915598,242.600006,53.679207,22.753992
2026-01-14,259.254333,127.639465,304.928741,119.280411,24.324493,236.649994,51.651722,23.056730
2026-01-15,257.509064,126.590523,306.305481,118.445724,24.619278,238.179993,51.759983,23.173916
2026-01-16,254.836349,127.335556,309.484802,118.942558,24.391058,239.119995,52.133987,22.939541
2026-01-20,246.030319,127.894371,299.847748,117.958824,24.267439,231.000000,51.277718,22.900480
2026-01-21,246.977753,130.982422,299.154480,118.604713,24.619278,231.309998,51.248188,22.949308
2026-01-22,247.675842,131.011826,300.729248,117.084396,24.818972,234.339996,51.622192,23.027431
2026-01-23,247.366684,132.315659,294.875732,116.985023,24.799633,239.160004,50.903717,23.037197
2026-01-26,254.716675,132.188217,298.164032,116.895599,25.022009,238.419998,51.198982,22.900480
2026-01-27,257.568878,134.139084,297.440979,116.200027,25.621456,244.679993,51.346607,22.461023
2026-01-28,255.743881,134.874344,297.896545,115.832367,25.002672,243.009995,50.992294,23.505949
2026-01-29,257.578888,137.746704,303.492615,116.667053,25.234716,241.729996,52.242252,24.541109
2026-01-30,258.775635,138.619202,302.967682,118.386108,25.563444,239.300003,52.360355,25.595802
2026-02-02,269.277069,135.678207,305.196167,123.274963,25.776150,242.960007,53.177258,25.683691
2026-02-03,268.748505,140.903397,311.842072,126.901878,24.915657,238.619995,53.590630,26.201273
2026-02-04,275.739441,144.687469,314.238953,127.190033,25.892174,232.990005,54.505951,26.582132
2026-02-05,275.161011,143.207169,307.196869,126.136749,25.611788,222.690002,54.072891,26.670023
2026-02-06,277.365021,146.118774,319.319946,130.349915,26.317585,210.320007,55.637798,26.494242
2026-02-09,274.130798,148.236298,319.022827,128.203598,26.153221,208.720001,55.519691,26.474712
2026-02-10,273.192444,148.608810,315.239288,125.898262,26.694656,206.960007,54.515793,26.767681
2026-02-11,275.009216,152.500732,307.850555,127.955177,26.810678,204.080002,53.000095,27.802841
2026-02-12,261.263763,147.961136,299.748749,132.794342,26.559296,199.600006,51.691090,28.125109
2026-02-13,255.324356,146.500580,299.659576,133.042770,26.665651,198.789993,51.720612,28.017687
2026-02-17,263.409943,144.270264,304.195831,128.034668,26.462614,201.149994,51.907619,28.007921
2026-02-18,263.879120,148.701294,305.830048,125.818771,26.462614,204.789993,52.517834,27.226667
2026-02-19,260.115784,148.987488,305.106995,124.079849,25.969521,204.860001,51.937145,27.226667
2026-02-20,264.108673,145.345947,307.820862,122.211739,25.766483,210.110001,52.222569,27.324324
2026-02-23,265.705811,148.780243,294.826202,125.013901,26.162889,205.270004,50.263973,27.851669
2026-02-24,271.655243,147.299942,294.459717,125.947945,26.240238,208.559998,49.614388,27.685654
2026-02-25,273.741516,147.102570,300.402405,124.954277,26.191896,210.639999,50.874191,27.216902
2026-02-26,272.463776,146.589401,303.205383,123.632690,26.201563,207.919998,51.474560,26.816507
2026-02-27,263.709412,150.497391,297.431061,127.140358,26.733330,210.000000,49.043545,27.353621
2026-03-02,264.248413,152.194809,294.717255,126.295731,26.356258,208.389999,49.023861,27.353621
2026-03-03,263.280182,149.836197,297.391449,127.100609,25.698803,208.729996,49.181335,27.998154
2026-03-04,262.052338,147.852600,296.529785,127.001236,25.737478,216.820007,49.506123,28.300890
2026-03-05,259.826324,148.780243,290.745544,122.529709,25.727808,218.940002,49.023861,28.291124
2026-03-06,257.001343,149.224350,286.714447,123.016617,26.153221,213.210007,48.142952,27.968857
2026-03-09,259.417053,148.464462,287.150269,123.553200,25.921177,213.490005,47.410519,26.884869
2026-03-10,260.365356,146.184799,285.971619,124.328270,26.259575,214.330002,48.063774,27.060650
2026-03-11,260.345398,149.589478,284.773132,122.708580,26.394934,212.649994,48.024181,26.523539
2026-03-12,255.304398,151.513870,280.187408,124.536934,25.969521,209.529999,46.648388,26.748148
2026-03-13,249.674438,154.069855,280.732147,125.719398,25.698803,207.669998,46.242577,27.070415
2026-03-16,252.369644,155.165283,283.426147,125.192757,25.727808,211.740005,46.579102,27.080183
2026-03-17,253.777115,156.724533,284.149200,124.288521,26.539961,215.199997,46.796852,27.197371
2026-03-18,249.494766,155.520554,284.991058,121.208130,26.414268,209.869995,46.351452,26.767681
2026-03-19,248.516525,156.083084,285.218842,120.323753,26.501286,208.759995,46.529610,27.089949
2026-03-20,247.548233,157.573242,283.822357,118.509575,26.075872,205.369995,46.678082,27.646589
2026-03-23,251.042007,159.014084,287.140320,120.202293,25.882505,210.139999,47.034401,28.086046
2026-03-24,251.191727,163.208267,289.606537,121.526588,26.066204,207.240005,47.648064,28.193470
2026-03-25,252.169983,161.116104,292.597717,122.532249,26.375597,211.710007,48.251831,28.134872
2026-03-26,252.439514,163.257599,288.873627,121.656029,26.655981,207.539993,47.747047,28.242296
2026-03-27,248.356796,168.744598,280.137878,122.362984,26.143553,199.339996,46.490025,28.418077
2026-03-30,246.190659,169.218292,281.058990,122.970367,26.849352,200.949997,46.747364,28.105577
2026-03-31,253.337906,167.432053,291.349731,123.747025,27.149075,208.270004,48.251831,28.310656
2026-04-01,255.174637,158.668671,292.558075,124.205048,27.603491,210.570007,48.766518,27.646589
2026-04-02,255.464111,158.579849,291.785522,125.250549,27.381119,209.770004,48.875397,27.666121
2026-04-06,258.398865,161.224655,294.125000,126.246262,26.907362,212.789993,49.548447,27.656357
2026-04-07,253.048416,161.757568,296.066254,121.964699,26.201563,213.770004,49.766193,27.382917
2026-04-08,258.438812,154.168549,306.588837,126.714249,26.559296,221.250000,51.349846,26.709087
2026-04-09,260.025970,153.004028,308.938232,128.576233,26.317585,233.649994,52.171364,26.211039
2026-04-10,260.015991,150.507263,308.480316,126.226341,26.027531,238.380005,52.003105,26.110386
2026-04-13,258.738281,150.635559,312.273224,124.035782,26.433607,239.889999,52.804825,25.271618
2026-04-14,258.368927,147.280212,309.724701,124.513718,26.211233,249.020004,52.804825,25.281487
2026-04-15,265.955383,147.053223,304.557983,124.224960,26.288580,248.500000,53.764912,25.123598
2026-04-16,262.930786,149.984222,308.559967,124.284698,26.317585,249.699997,52.963188,26.051178
2026-04-17,269.748627,144.516983,308.898438,126.953217,26.646313,250.559998,53.359104,26.159725
2026-04-20,272.563568,145.740677,315.568390,127.371407,26.607641,248.279999,53.398693,25.834085
2026-04-21,265.695862,146.411774,311.596283,129.044205,26.404600,249.910004,52.933495,25.538050
2026-04-22,272.683411,147.536789,311.616180,129.422577,25.911510,255.360001,52.577175,25.636728
2026-04-23,272.942902,148.553268,310.292175,131.463791,25.785818,255.080002,51.933819,26.258406
2026-04-24,270.577118,146.954544,306.897461,129.362839,26.104879,263.989990,51.518108,25.853823
2026-04-27,267.133270,146.243988,310.232422,127.042816,25.901842,261.119995,52.092182,25.182806
2026-04-28,270.227753,148.582870,310.053253,127.042816,25.602118,259.700012,52.121876,25.715672
2026-04-29,269.688721,152.638901,307.863098,127.461021,25.389412,263.040009,52.339626,25.409767
2026-04-30,270.866638,152.303375,311.825256,131.364197,25.814825,265.059998,52.913696,25.784746
2026-05-01,279.640991,150.744125,311.068665,131.035629,25.457090,268.260010,52.695950,25.774879
2026-05-04,276.336823,151.671768,306.270264,129.771072,25.428083,272.049988,51.656677,25.755144
2026-05-05,283.673767,152.846161,308.012421,130.229095,25.573112,273.549988,52.577175,25.557785
2026-05-06,286.997864,146.737442,313.487762,129.522156,25.650461,274.989990,53.052269,25.232145
2026-05-07,286.927979,144.655136,304.896454,129.641632,25.602118,271.170013,52.210957,24.926243
2026-05-08,292.797485,142.671539,300.745178,130.118484,25.238480,272.679993,50.785671,24.827562
2026-05-11,292.427795,147.714417,298.654572,127.285271,25.366245,268.989990,50.033436,24.541395
2026-05-12,294.545959,148.651962,303.512695,130.038696,25.425215,265.820007,50.261086,24.896637
2026-05-13,298.612457,149.579620,298.903473,131.156006,25.513666,270.130005,49.330696,24.413113
2026-05-14,297.953033,150.773712,298.565002,132.143646,25.307276,267.220001,49.340588,24.324301
2026-05-15,299.971313,156.904022,296.474396,131.136063,24.894497,264.140015,49.261410,23.712494
2026-05-18,297.583344,159.457489,299.381317,133.021545,24.894497,264.859985,50.172005,24.107208
2026-05-19,298.712372,161.504242,294.373871,133.879486,25.218824,259.339996,50.181904,24.649940
2026-05-20,301.989563,155.274567,300.625732,130.537491,25.346590,265.010010,50.706490,24.600603
2026-05-21,304.727173,154.290939,301.641144,121.050201,25.503839,268.459991,50.963833,25.005184
2026-05-22,308.553894,153.923325,305.005981,119.982758,25.454697,266.320007,51.270660,24.926243
2026-05-26,308.064301,148.846191,305.364349,118.286819,25.405558,265.290009,51.666576,24.689413
2026-05-27,310.582153,146.948486,297.937805,118.256889,25.759367,271.850006,50.577816,24.561131
2026-05-28,312.240723,146.014542,295.399261,118.616035,25.690571,274.000000,50.251190,24.551262
2026-05-29,311.791107,144.325470,297.967682,115.473557,25.729883,270.640015,51.072708,24.472319
2026-06-01,306.046051,148.418976,295.249908,114.326302,25.189339,261.260010,50.983624,24.225622
2026-06-02,314.928406,148.597809,299.610260,112.789978,25.110714,256.519989,51.943718,24.314432
2026-06-03,309.992645,151.548706,299.500793,116.610832,24.904325,250.020004,51.864532,23.238834
2026-06-04,310.961823,151.061844,309.495758,117.458801,25.248308,253.789993,53.616444,22.469143
2026-06-05,307.075165,148.955490,310.969116,118.596077,25.592291,246.029999,53.556751,22.449406
2026-06-08,301.280182,150.773712,309.714752,119.543816,25.179512,245.220001,53.357765,22.202709
2026-06-09,290.299622,147.951996,311.297638,118.596077,25.258137,244.190002,54.143753,22.409933
2026-06-10,291.328735,149.650986,307.753601,120.301994,25.159857,238.000000,54.263145,22.903328
2026-06-11,295.375244,145.656860,312.084076,120.212212,25.720057,241.509995,54.879997,22.696102
2026-06-12,290.879150,146.064209,319.281677,120.750923,25.759367,238.550003,55.735634,23.268438
2026-06-15,296.164581,140.013397,317.967590,120.531448,25.552979,246.020004,55.586391,22.982271
2026-06-16,298.982147,140.947342,329.654938,120.740944,25.592291,246.000000,56.551472,22.853989
2026-06-17,295.694977,139.834549,331.964508,117.847870,25.474354,237.500000,56.243042,22.143503
2026-06-18,297.753204,136.923401,323.761475,116.900139,24.776560,244.389999,55.914719,21.719183
2026-06-22,296.754089,137.579163,329.993408,116.900139,24.648796,232.789993,57.078777,21.807995
2026-06-23,294.046387,138.831039,332.641479,119.134789,24.294985,234.110001,57.616039,22.508614
2026-06-24,292.827423,136.019257,331.954590,118.715790,23.626678,234.270004,57.436951,22.074429
2026-06-25,274.912903,136.665070,333.617065,115.503479,23.263039,227.009995,57.894615,22.123766
2026-06-26,283.535461,135.661560,327.574280,115.413704,23.872379,232.690002,57.586193,22.419802
2026-06-29,281.497223,135.184662,327.912781,114.326302,23.951004,240.139999,57.586193,21.531694
2026-06-30,289.110657,135.840408,325.862000,112.989502,23.665989,238.339996,56.690758,20.426493
2026-07-01,294.126343,135.403244,332.571808,108.560104,23.469427,241.699997,58.063755,20.209398
2026-07-02,308.364044,136.208023,332.970001,111.572891,23.901863,242.669998,58.431877,20.308079
2026-07-06,312.390594,135.562210,337.720001,110.385735,23.312178,244.160004,59.595940,20.308079
2026-07-07,310.392303,140.778442,339.220001,111.273613,23.656160,245.979996,59.556141,20.811340
2026-07-08,313.119965,140.222046,330.619995,112.829880,23.636505,243.619995,58.004059,20.840944
2026-07-09,315.947510,136.575653,335.470001,111.942009,23.833067,247.039993,58.949238,20.762001
2026-07-10,315.048309,137.986526,336.470001,113.627975,23.754442,245.339996,59.367104,21.129999
2026-07-13,317.036560,143.580292,334.529999,114.505867,24.059111,247.309998,59.197968,21.549999
2026-07-14,314.588684,144.156555,342.890015,113.428444,23.833067,247.490005,60.312283,21.280001
2026-07-15,327.217804,143.580292,346.910004,112.261246,24.393267,254.960007,61.277359,21.430000
2026-07-16,332.972839,145.011032,343.149994,114.675461,24.707764,249.889999,61.177868,21.980000
2026-07-17,333.452393,146.411957,341.100006,113.967155,24.619310,247.229996,60.958984,21.809999
2026-07-20,326.308563,147.405533,338.869995,111.932030,24.324471,249.990005,60.113297,21.950001
2026-07-21,327.457581,150.733978,345.230011,110.126358,24.511204,247.550003,60.909237,22.260000
2026-07-22,325.609192,153.456345,348.209991,109.068886,24.393267,244.850006,61.307205,23.040001
2026-07-23,321.382843,155.880646,349.899994,108.141113,24.580000,233.660004,60.968929,22.959999
2026-07-24,332.733032,155.930328,353.209991,109.208557,24.540001,232.110001,61.735023,24.129999
2026-07-27,336.619690,153.774292,356.200012,111.473129,24.670000,231.389999,61.814617,24.420000
2026-07-28,339.786926,152.055420,357.309998,112.829880,25.250000,230.860001,62.302128,24.660000
2026-07-29,337.898590,155.741547,344.709991,113.947212,25.150000,226.649994,60.759998,23.940001
2026-07-30,333.142670,155.960144,350.850006,110.834656,24.910000,235.500000,61.416649,23.209999
2026-07-31,308.643829,154.439987,351.790009,110.934418,25.010000,271.579987,61.635532,23.250000
2026-08-03,303.158569,154.062424,352.640015,110.445587,25.030001,284.019989,62.162842,23.590000
2026-08-04,309.113403,152.969513,357.519989,111.283585,25.410000,277.420013,62.580711,23.379999
2026-08-05,310.732025,150.654495,359.239990,112.071693,25.809999,272.649994,62.928932,23.059999
2026-08-06,312.140808,153.843842,356.299988,111.802345,26.200001,272.260010,62.680202,23.709999
2026-08-07,313.059998,152.055420,357.519989,111.582870,26.760000,274.480011,62.849335,23.790001
2026-08-10,308.260010,158.761993,359.790009,112.390938,27.049999,278.089996,63.535835,24.049999
2026-08-11,304.910004,158.771927,362.040009,112.989502,26.620001,272.269989,63.675125,24.500000
2026-08-12,302.250000,158.722244,365.179993,115.732933,26.309999,267.279999,64.481010,24.250000
2026-08-13,305.260010,157.589584,363.109985,115.443626,26.799999,265.130005,63.764664,24.580000
2026-08-14,305.929993,159.070007,362.839996,114.994698,26.790001,262.649994,64.162636,24.889999
2026-08-17,305.589996,161.460007,360.959991,114.056946,26.870001,261.309998,63.565681,24.680000
2026-08-18,310.029999,165.559998,363.250000,114.924866,27.250000,259.450012,63.903961,24.900000
2026-08-19,316.829987,164.770004,357.260010,114.027023,28.240000,265.839996,62.849335,25.120001
2026-08-20,311.299988,166.149994,351.549988,103.591995,27.790001,260.109985,61.545990,25.150000
2026-08-21,309.350006,165.110001,351.579987,103.699997,28.070000,258.630005,61.376850,25.290001
2026-08-24,310.339996,164.050003,356.390015,106.489998,27.969999,262.070007,62.013603,25.690001
2026-08-25,309.899994,160.639999,356.690002,105.379997,28.570000,261.059998,62.113094,25.770000
2026-08-26,313.450012,158.190002,356.500000,104.339996,28.299999,260.279999,61.914108,25.870001
2026-08-27,314.579987,156.440002,354.220001,102.629997,28.020000,256.260010,60.859489,25.430000
2026-08-28,319.700012,156.710007,357.619995,103.089996,27.959999,266.429993,62.003654,26.010000
2026-08-31,316.850006,160.949997,356.019989,104.870003,28.459999,259.769989,61.625580,25.889999
2026-09-01,325.130005,164.550003,354.950012,105.919998,28.549999,254.919998,61.675331,26.000000
2026-09-02,324.959991,164.149994,356.220001,106.089996,29.020000,254.979996,62.282230,25.950001
2026-09-03,328.209991,162.210007,362.059998,108.419998,28.809999,258.899994,62.719997,26.190001
2026-09-04,319.970001,159.470001,358.640015,107.139999,28.450001,258.510010,62.680000,25.680000
2026-09-08,316.220001,160.660004,353.510010,106.050003,27.790001,256.970001,62.389999,25.600000
2026-09-09,315.339996,164.229996,354.709991,105.830002,27.780001,252.399994,62.669998,25.150000
2026-09-10,326.570007,165.229996,353.559998,105.730003,27.650000,251.889999,62.560001,25.549999
2026-09-11,332.269989,165.990005,356.230011,107.150002,27.719999,256.779999,62.689999,26.059999
2026-09-14,333.079987,165.080002,350.130005,109.080002,27.719999,253.539993,59.470001,26.510000
2026-09-15,331.339996,169.320007,352.489990,108.089996,27.549999,248.419998,59.520000,26.719999
2026-09-16,332.410004,163.320007,348.920013,107.500000,27.459999,245.960007,57.900002,25.860001
2026-09-17,337.000000,163.270004,349.309998,106.790001,27.639999,251.190002,58.180000,25.389999
2026-09-18,336.130005,163.539993,349.670013,106.730003,27.660000,253.710007,57.730000,25.400000
2026-09-21,338.980011,158.300003,352.040009,107.440002,27.740000,258.450012,57.959999,25.450001
